,locAbsJitter,std_delta_delta_log_energy,Ed2_1_coef,Ed2_2_coef,tqwt_energy_dec_28,tqwt_energy_dec_34,tqwt_TKEO_mean_dec_1,tqwt_TKEO_mean_dec_13,tqwt_TKEO_std_dec_1,tqwt_medianValue_dec_1,tqwt_medianValue_dec_2,tqwt_medianValue_dec_3,tqwt_medianValue_dec_4,tqwt_medianValue_dec_11,tqwt_meanValue_dec_1,tqwt_meanValue_dec_2,tqwt_meanValue_dec_3,tqwt_meanValue_dec_4,tqwt_meanValue_dec_5,tqwt_meanValue_dec_6,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,tqwt_meanValue_dec_9,tqwt_meanValue_dec_10,class
152,2.47e-06,0.0038336,8.58e-09,1.43e-08,2.59e-05,3.6e-06,2.87e-06,0.0043869,3.17e-05,-2.43e-06,9.16e-07,1.46e-19,7.15e-07,-3.43e-05,-1.86e-20,2.97e-21,3.99e-21,-2.46e-20,0.0,-2.1e-20,-2.24e-20,2.79e-20,2.56e-20,-3.9e-20,1.0
153,1.03e-05,0.015785,8.9e-09,8.56e-08,0.001155,8.15e-06,1.15e-06,2.5e-05,2.96e-06,-3.15e-07,-7.86e-07,-6.51e-07,1.25e-06,1.61e-06,-1.04e-21,2.06e-22,4.28e-21,-7.74e-22,2.92e-21,-5.69e-22,-4.14e-21,-6.67e-21,3.04e-21,6.4e-21,1.0
154,9.02e-06,0.014926,3.45e-09,2.95e-08,0.0012951,1.03e-05,2.51e-06,1.93e-05,1.27e-05,-1.22e-06,-6.34e-07,2.04e-07,-9.17e-07,-3.31e-06,8.11e-21,3.31e-21,-5.31e-21,4.28e-21,-4.04e-21,4.48e-21,-2.82e-21,2.11e-22,-9.13e-21,5.48e-21,1.0
155,7.63e-06,0.01381,9.09e-09,4.38e-08,0.00137,4.43e-06,8.1e-07,4.27e-05,2.62e-06,-1.01e-07,1.7e-07,1.22e-06,-1.33e-06,-1.32e-06,-1.33e-22,-8.23e-22,1.84e-21,-1.13e-21,2.11e-21,-1.36e-21,6.39e-21,4.92e-21,-2.73e-21,1.02e-20,1.0
156,9.18e-06,0.014936,7.29e-09,1.01e-07,1.18e-05,4.91e-07,3.05e-07,0.0028795,1.15e-05,-8.11e-07,1.94e-07,4.73e-19,1.62e-06,5.58e-05,-1.65e-21,2.69e-21,8.92e-22,3.57e-21,-3.67e-22,7.93e-21,-2.43e-20,-4.44e-20,-4.01e-20,2.34e-20,1.0
157,9.2e-06,0.014031,9.94e-09,1.39e-07,2.62e-05,1.63e-06,2.08e-07,0.0020109,5.01e-06,2.73e-07,-1.35e-06,2.19e-19,8.78e-07,9.6e-05,-2.54e-21,-2.37e-21,3.82e-22,-2.85e-21,-6.12e-23,2.79e-21,-2.39e-20,2.56e-20,8.25e-21,8.22e-21,1.0
158,8.85e-06,0.018506,1.18e-08,6.13e-08,5e-05,1.13e-06,2e-07,0.0010177,2.57e-06,2.85e-08,-8.63e-08,-1.14e-19,5.65e-07,9.57e-05,2.66e-21,-2.99e-21,-4.67e-22,1.45e-21,3.15e-21,-9.18e-22,-7.22e-21,-1.16e-20,2.8e-20,1.22e-20,1.0
159,1.38e-05,0.0051145,1.27e-08,1.13e-07,0.00040113,1.35e-05,5.94e-07,0.00029758,1.18e-06,-1.69e-06,1.67e-06,3.04e-19,1.28e-07,2.61e-05,2.52e-21,-2.21e-22,2.04e-21,1.53e-22,-4.74e-22,-1.56e-21,0.0,-3.7e-22,6.85e-21,-1e-20,1.0
160,2.02e-05,0.0061482,2.46e-08,1.88e-07,0.0002057,4.3e-06,4.39e-07,0.00033225,1.62e-05,5.57e-07,-1.18e-06,2.19e-19,8.66e-07,-6.6e-06,-1.53e-21,-8e-21,3.61e-21,-2.33e-20,6.12e-23,2.64e-21,1.22e-20,2.03e-20,-1.47e-20,-7.61e-21,1.0
161,1.39e-05,0.010297,2.43e-08,3.87e-07,0.00047452,3.78e-06,2.03e-07,7.43e-05,1.13e-06,7.5e-07,-5.43e-07,-2.32e-18,-2.58e-07,7.33e-06,1.77e-22,1.05e-21,-1.38e-21,5.61e-22,-1.93e-21,2.31e-21,-3.92e-21,-8.25e-21,6.41e-21,-2.59e-21,1.0
162,1.18e-05,0.011013,6.39e-09,6.09e-08,0.00054321,1.57e-05,4.61e-07,0.00017688,1.24e-06,2.58e-07,1.63e-07,-2.17e-07,-1.09e-06,5.15e-06,-7.67e-22,3.45e-22,8.76e-22,2.25e-21,-1.7e-21,-8.99e-22,3.52e-22,-5.44e-21,-2.98e-21,6.13e-21,1.0
163,1.83e-05,0.020561,5.96e-05,4.61e-05,0.00024813,1.38e-05,4.86e-07,0.00021596,1.03e-06,-9.53e-07,-1.74e-08,3.45e-07,9.71e-07,-2.13e-05,9.92e-22,-4.07e-22,1.24e-21,-7.49e-23,5.81e-22,-2.94e-22,-2e-21,-1.8e-21,2.95e-21,4.57e-22,1.0
164,1.39e-05,0.015441,1.65e-08,1.71e-07,0.00018291,1.06e-05,8.96e-07,6.33e-05,1.88e-06,6.3e-07,-1.04e-07,2.42e-07,2.94e-07,-1.12e-06,-2.21e-22,7.21e-22,2.25e-21,-4e-21,3.39e-21,9.51e-22,3.38e-22,1.19e-21,6.58e-22,1.43e-21,1.0
165,7.24e-06,0.026226,8.51e-08,2.38e-07,0.00031666,9.61e-06,9.05e-11,6.45e-06,5.74e-09,-6.11e-09,5.12e-09,-1.94e-21,7.31e-09,4.43e-06,1.18e-22,9.85e-23,6.64e-25,-1.11e-22,0.0,4.59e-24,5.51e-24,-3.73e-22,-1.63e-22,1.02e-21,1.0
166,6.22e-06,0.015731,9.1e-09,5.77e-08,0.00023134,3.49e-06,2.71e-10,1.2e-05,3.5e-08,2.82e-08,1.26e-08,1.8e-21,-2.19e-08,-1.09e-06,-3.06e-22,9.29e-23,7.7e-23,2.36e-22,7.65e-24,2.84e-22,-3.47e-22,7.14e-22,-3.81e-22,-1.66e-21,1.0
167,4.61e-06,0.013344,4.59e-09,2.96e-08,0.00012322,7.82e-06,5.6e-11,2.74e-05,1.14e-10,-9.63e-09,-3.3e-09,-1.57e-21,-7.64e-09,-4.22e-06,-3.02e-23,-1.78e-23,8.79e-24,-2.14e-24,4.18e-25,-5.91e-23,-4.27e-23,1.25e-21,1.14e-21,1.91e-22,1.0
168,1.65e-05,0.026755,7.64e-09,6.77e-08,0.017557,2.07e-05,5.06e-06,0.0021283,1.49e-05,-1.95e-06,-2.49e-07,-1.95e-06,-6.21e-06,5.29e-05,2.35e-21,5.04e-22,2.19e-21,2.49e-21,-3.64e-21,1.11e-21,3.8e-21,1.42e-20,-1.22e-20,-1.84e-20,1.0
169,2.14e-05,0.023686,1.23e-08,9.69e-08,0.01865,2.22e-05,1.44e-05,0.00099441,4.49e-05,-1.05e-07,3.82e-06,-3.87e-07,-4.2e-06,1.65e-05,-1.55e-21,2.31e-21,-9.56e-22,1.15e-21,2.36e-21,-1.65e-21,-4.82e-21,5.1e-21,-7.39e-21,-9.7e-22,1.0
170,1.29e-05,0.016826,5.39e-09,4.24e-08,0.014996,7.5e-06,1.4e-05,0.0015118,4.51e-05,1.9e-06,-2.89e-06,-7.54e-06,-8.8e-07,-1.22e-05,-3.7e-21,-2.8e-21,-2.62e-21,1.62e-21,1.22e-21,3.13e-21,-3.37e-21,5.66e-21,-1.03e-20,7.31e-21,1.0
171,1.36e-05,0.021012,1.7e-08,1.12e-07,0.00053327,1.21e-06,3.02e-06,0.006244,5.47e-06,-2.55e-06,-2.72e-06,3.14e-18,-3.2e-06,2.25e-05,-9.44e-22,1.93e-21,2.8e-21,-1.17e-21,8.26e-22,2.39e-21,1.59e-20,2.22e-21,-5.77e-21,-3.27e-21,1.0
172,1.57e-05,0.019816,2.97e-08,3.13e-07,3.94e-05,8.77e-07,1.54e-06,0.0080366,3.78e-06,1.12e-08,5.79e-07,-1.93e-19,-2.24e-07,-2.33e-05,3.54e-22,2.51e-21,-7.43e-22,3.39e-21,6.12e-23,-8.08e-22,-8.88e-21,-1.32e-21,1.73e-20,-1.09e-20,1.0
173,1.24e-05,0.029489,1.13e-08,5.77e-08,0.00011726,4.48e-07,3.56e-06,0.0049118,6.84e-06,4.45e-06,-1.28e-07,-9.71e-20,-2.9e-06,1.9e-05,-7.74e-22,-9.36e-22,2.1e-21,-7.49e-23,1.91e-22,9.08e-22,-1.26e-20,-1.73e-21,1.93e-20,1.17e-20,1.0
174,6.21e-06,0.003611,8.61e-09,1.03e-07,5.08e-05,6.41e-06,1.81e-06,0.0032265,7.34e-06,1.09e-06,2.45e-06,4.98e-19,-1.91e-06,-5.85e-05,-1.06e-21,-1.17e-21,-2.29e-21,4.03e-21,-2.26e-21,1.01e-20,8.81e-23,1.61e-20,-5.07e-22,-1.52e-20,1.0
175,4.43e-06,0.0083864,6.78e-09,8.28e-08,4.01e-05,3e-06,3.63e-07,0.0010794,1.04e-06,1.39e-06,-2.94e-06,-1.94e-19,3.44e-06,1.12e-05,-2.66e-22,-6.73e-22,-1.94e-21,1.91e-22,6.73e-22,1.3e-20,8.46e-21,-1.1e-20,-1.23e-20,-3.96e-21,1.0
176,5.61e-06,0.011069,3.93e-09,3.69e-08,0.00027077,2.46e-05,2.68e-07,0.00025933,4.2e-07,-7.6e-08,-3.69e-07,2.91e-19,-9.95e-07,-7.11e-06,2.62e-22,-1.22e-22,-8.11e-22,1.86e-21,3.86e-22,-1.77e-21,2.84e-21,4.15e-21,-8.2e-21,-5.52e-21,1.0
177,1.19e-05,0.0093632,5.85e-05,0.0001028,0.00033105,1.19e-05,3.65e-07,0.0076055,7.06e-07,-2.44e-06,-9.45e-07,-7.66e-18,-1.84e-07,3.75e-05,-5.83e-22,-1.34e-21,1.91e-22,-9.81e-22,-3.06e-23,-9.91e-22,1.28e-21,-7.82e-21,-1.45e-20,2.39e-20,1.0
178,4.34e-06,0.009725,2.79e-08,3.93e-08,8.64e-05,1.12e-06,3.42e-07,0.0037381,3.12e-06,-9.97e-07,-2.99e-06,1.27e-19,2.52e-07,-5.15e-06,1.18e-21,3.5e-21,-4.25e-23,1.81e-21,-3.06e-23,5.95e-21,5.64e-21,1.18e-20,-5.07e-21,1.67e-21,1.0
179,5.02e-06,0.017646,3.12e-08,2.27e-07,5.3e-05,3.74e-06,2.78e-07,0.012915,1.08e-06,3.23e-07,-6.55e-07,1.21e-19,4.81e-07,-0.00028295,9.15e-22,1.96e-21,1.93e-21,-2.32e-21,3.06e-23,2.09e-21,-2.11e-21,7.72e-21,1.14e-21,-2.06e-20,1.0
180,5.26e-06,0.0087232,5.14e-08,1.54e-07,0.0011555,0.00020993,1.36e-06,0.0011821,5.78e-06,6e-06,2.36e-06,-1.79e-06,-5.82e-08,1.62e-05,-3.78e-21,7.08e-22,1.27e-22,9.43e-21,3.92e-21,5.87e-22,4.85e-21,-3.17e-22,-3.04e-21,2.13e-21,1.0
181,2.04e-05,0.031877,2.94e-07,5.61e-07,9.98e-05,4.46e-05,4.45e-06,0.0064822,9.79e-06,-6.88e-07,5.4e-06,9.97e-07,-2.21e-05,2.48e-05,2.77e-21,3.29e-21,2.91e-21,-6.6e-21,-5.41e-21,7.14e-21,3.28e-20,-4.76e-21,2.66e-21,-5.88e-20,1.0
182,2.02e-05,0.015904,4.66e-05,3.69e-05,0.00027143,0.00044039,4.31e-06,0.0020592,9.25e-06,-1.82e-06,5.25e-06,9.79e-07,-3.14e-06,4.4e-06,-1.21e-21,2.02e-21,-1.22e-21,1.68e-21,3.3e-21,-1.19e-20,1.74e-20,1.88e-21,-6.72e-21,-1.65e-20,1.0
183,1.37e-05,0.022913,1.68e-08,9.7e-08,0.00017878,3.35e-06,8.68e-07,0.00047979,1.74e-06,2.85e-06,7.36e-07,-3e-19,-8.14e-07,4.88e-05,3.86e-21,-5.66e-22,-5.63e-22,3.95e-22,-4.13e-22,-1.17e-21,5.86e-21,-8.93e-21,-1.34e-20,1.02e-20,1.0
184,1.12e-05,0.030068,7.17e-05,7.47e-05,0.00022927,9.58e-06,1.18e-06,0.0010892,2.83e-06,-1.37e-06,1.73e-06,-1.21e-19,2.17e-07,-6.18e-05,-1.99e-22,5.4e-23,-8.78e-22,7.96e-22,-1.13e-22,-7.34e-23,4.16e-21,-7.98e-21,2.39e-20,-3.03e-20,1.0
185,1.31e-05,0.024449,0.00011966,8.44e-05,0.00097873,9.01e-06,9.33e-07,0.00023268,9.01e-06,-1.39e-06,-6.9e-07,4.25e-20,1.39e-07,-5.74e-06,-8.2e-21,2.9e-21,2.38e-21,-6.93e-21,6.12e-23,1.04e-20,2.82e-21,-6.13e-21,-1.09e-20,3.04e-21,1.0
186,1.02e-05,0.016747,8.63e-09,1.66e-07,0.00013622,9.05e-06,1.76e-06,0.0014791,6.32e-06,1.61e-07,-3.4e-07,3.01e-07,5.05e-07,-3.15e-06,8.85e-22,1.61e-21,-1.82e-21,5.89e-21,-6.15e-21,-3.57e-20,-2.49e-20,3.73e-21,-1.02e-20,4.22e-21,1.0
187,7.13e-06,0.016998,8.14e-09,1.07e-07,5.48e-05,3.4e-06,5.02e-06,0.0014386,1.53e-05,-3.59e-08,-9.04e-07,-1.24e-06,-3.32e-07,-6.44e-06,2.14e-21,1.23e-21,1.62e-22,1.21e-22,-1.1e-21,3.47e-21,1.37e-20,7.02e-21,7.16e-21,4.91e-21,1.0
188,2.02e-05,0.011697,8.22e-09,4.65e-08,0.00010526,4.33e-06,5.16e-06,0.0026961,1.4e-05,3.2e-07,-5.61e-07,-1.28e-06,-1.39e-06,8.82e-07,2.21e-21,1.04e-21,4.43e-21,1.2e-21,3.06e-21,-2.2e-22,-5.22e-20,-1.49e-20,-1.78e-21,1.87e-20,1.0
189,2.32e-05,0.012178,3.34e-09,3.48e-08,0.090819,1.63e-05,1.28e-07,6.95e-06,1.76e-07,-2.49e-07,8.04e-07,8.5e-20,-2.02e-07,-2.01e-05,-9.15e-22,7.79e-22,-2.34e-22,7.3e-22,5.74e-23,2.25e-22,-1.66e-21,1.56e-21,-1.26e-20,1.31e-20,1.0
190,2.14e-05,0.016651,3.77e-09,4.44e-08,0.12557,2.15e-05,1.21e-07,8.91e-06,3.55e-07,6.05e-07,2.86e-07,3.64e-20,9.72e-07,-1.38e-05,1.08e-21,-3.63e-22,7.97e-23,2.23e-22,1.53e-23,1.84e-22,4.58e-21,-8.99e-22,1.81e-21,-1.8e-20,1.0
191,2.63e-05,0.01906,1.31e-08,1.82e-07,0.10686,8.96e-06,1.19e-07,8.18e-06,9.02e-07,-5.04e-07,1.43e-06,2.19e-19,-1.22e-06,1.89e-05,1.09e-21,-2.16e-21,-2.12e-23,1.71e-21,-2.91e-22,1.47e-22,3.61e-21,-5.81e-22,-6.53e-21,-5.18e-21,1.0
192,1.31e-05,0.047533,2.02e-08,1.63e-07,0.0059276,3.5e-05,1.93e-10,5.46e-07,2.25e-08,5.45e-09,-4.87e-10,9.48e-23,7.97e-09,4.38e-09,9.96e-23,4.62e-22,-3.98e-24,-1.07e-22,0.0,5.51e-23,4.35e-22,6.21e-22,5.55e-22,-1.12e-21,1.0
193,1.03e-05,0.028294,1.33e-08,1.05e-07,0.00069164,5.67e-06,1.45e-10,6.58e-06,1.48e-08,-1.02e-08,-1.64e-08,3.44e-22,-1.98e-08,-1.17e-06,-2.88e-22,1.97e-22,1.59e-23,1.27e-23,-1.91e-24,7.34e-23,1.24e-21,-1.32e-22,-1.55e-21,1.85e-21,1.0
194,1.45e-05,0.041347,2.48e-08,1.72e-07,0.025525,8.18e-05,5.5e-11,3.08e-07,6.59e-11,2.12e-08,1.18e-09,2.37e-22,-2.22e-09,1.64e-08,2.77e-24,-4.84e-25,-9.13e-25,3.14e-24,4.9e-24,9.18e-24,1.76e-23,-2.85e-23,6.94e-23,2.46e-22,1.0
195,5.87e-06,0.0077662,4.85e-09,6.15e-08,4.84e-05,4.81e-06,3.24e-07,0.01169,9.49e-07,-7.01e-07,-1.65e-06,-2.43e-20,3.21e-06,-2.07e-05,5.81e-21,3.1e-22,-4.99e-22,-9.43e-22,-7.65e-23,-1.03e-21,-1.04e-21,-1.37e-20,5.58e-21,-8.6e-21,0.0
196,4.13e-06,0.0058546,2.65e-09,1.58e-08,3.66e-05,1.77e-05,3.31e-07,0.0038958,1.38e-06,1e-07,1.56e-06,2.19e-19,-7.47e-07,-7.57e-05,2.77e-21,-1.37e-21,-3e-21,-3.55e-21,-1.21e-21,3.23e-21,-1.79e-21,1.05e-20,1.55e-20,-1.95e-20,0.0
197,5.05e-06,0.0051903,3.8e-09,2.6e-08,6.8e-06,5.68e-07,2.2e-07,0.014704,2.46e-06,-2.07e-07,-5.3e-07,2.91e-19,1.04e-06,-9.53e-06,-8.44e-21,0.0,1.74e-21,-1.17e-21,6.12e-22,-6.35e-21,4.23e-21,-1.74e-21,2.54e-22,-2.04e-20,0.0
198,1.39e-05,0.006922,3.71e-08,2.09e-07,0.00015003,3.93e-05,4.54e-06,0.0034851,9.66e-06,6.5e-06,-1.63e-06,2.48e-06,1.28e-05,1.66e-05,-2.55e-21,2.12e-22,-1.06e-21,-5.03e-21,9.16e-21,-2.17e-21,9.16e-21,-2.28e-20,-8.12e-21,8.07e-21,1.0
199,1.18e-05,0.010839,2.52e-08,8.11e-08,3.15e-05,1.92e-05,6.14e-06,0.00065411,1.23e-05,-2.17e-06,2.53e-06,-9.16e-07,-1.56e-05,-1.99e-05,-1.12e-21,-6.9e-22,5.44e-23,-2.68e-22,-1.54e-21,8.24e-21,8.32e-21,9.28e-21,2.09e-21,1.62e-21,1.0
200,1.13e-05,0.012484,1.87e-08,1.32e-07,0.00020276,5.61e-05,2.37e-06,0.00037226,8.18e-05,-1.57e-06,-4.07e-06,4.65e-07,-1.11e-05,-9.74e-06,-2.01e-20,-4.46e-21,-4.25e-21,-1.1e-20,-2.3e-20,-1.53e-20,-3.63e-20,3.17e-20,2.79e-20,6.33e-20,1.0
201,8.85e-06,0.0078265,2.03e-08,1.49e-07,0.00019478,9.69e-05,4.45e-06,0.016899,0.00010411,-2.3e-06,-5.91e-06,-7.85e-06,5.23e-06,7.59e-05,4.25e-21,-4.81e-21,1.08e-20,-6.83e-21,-4.89e-21,9.1e-21,-2.68e-20,-3.38e-20,2.23e-20,2.07e-20,1.0
202,1.6e-05,0.0070266,1.38e-08,5.87e-08,0.00024197,5.8e-05,4.8e-06,0.013185,1.2e-05,7.24e-07,1.17e-06,1.85e-06,5.2e-06,-5.29e-05,-1.32e-20,6.69e-21,1.44e-21,7.29e-21,-1.3e-20,8.44e-21,2.91e-20,-3.89e-20,1.47e-20,8.77e-20,1.0
203,1.29e-05,0.013067,6.21e-05,4.83e-05,2.96e-05,2.74e-05,2.52e-06,0.012713,8.14e-06,-2.65e-06,1.62e-06,4.62e-07,1.94e-06,-0.00012017,6.49e-22,2.43e-21,-2.31e-21,-1.15e-20,-1e-20,9.18e-21,-8.37e-21,2.63e-20,3.73e-20,-6.09e-22,1.0
204,1.07e-05,0.011439,7.56e-08,1.08e-06,3.39e-05,1.11e-05,6.35e-06,0.0071431,1.72e-05,-5.81e-06,6.58e-07,9.6e-06,-4.51e-06,-1.97e-05,-5.25e-21,-1.06e-20,-1.32e-20,6.14e-21,6.94e-21,-2.94e-22,4.85e-21,-6.45e-21,-3.51e-20,-9.13e-21,1.0
205,9.9e-06,0.021843,4.79e-08,4.74e-07,0.00055184,0.00014612,6.39e-06,0.0015442,4.08e-05,5.85e-06,-9.3e-07,8.19e-06,-1.03e-05,2.81e-05,7.73e-21,8.11e-21,-5.1e-21,7.85e-21,-7.34e-22,1.16e-20,-4.76e-21,-1.69e-21,5.58e-21,1.89e-20,1.0
206,1.59e-05,0.026602,5.3e-08,8.51e-07,0.00011542,5.35e-05,7.79e-06,0.0026518,1.57e-05,-5.77e-06,-9.69e-06,3.23e-06,2.02e-05,-2.09e-06,-2.01e-21,-1.35e-21,-4.1e-21,3.44e-21,-1.1e-21,-2.94e-22,-1.11e-20,1.02e-20,3.35e-20,2.25e-20,1.0
207,2.39e-06,0.0040238,1.77e-08,6.96e-08,1.76e-06,1.34e-05,7.93e-06,0.011031,2.25e-05,1.6e-06,1.88e-06,-2.6e-06,3.7e-06,-2.82e-05,-5.49e-21,-2.8e-21,-5.61e-21,1.32e-20,3.85e-21,2.5e-21,8.19e-21,-4.84e-20,-2.08e-20,-5.78e-21,0.0
208,3.46e-06,0.0048078,1.99e-08,7.69e-08,7.03e-06,0.00017866,2.14e-05,0.012613,0.00016028,8.23e-07,-1.01e-07,-2.06e-06,1.63e-06,5.33e-05,-5.9e-21,1.49e-20,-2.18e-20,-3.79e-20,-7.34e-22,1.06e-20,3.07e-20,-1.14e-19,-3.96e-20,-9.13e-20,0.0
209,3.3e-06,0.0047677,2.96e-08,1.17e-07,3.42e-06,3.34e-05,1.29e-05,0.019552,3.62e-05,1.04e-06,-9.56e-07,-3.29e-06,1.66e-06,-6.12e-05,-1.56e-21,-1.61e-21,-2.95e-21,4.71e-21,3.01e-21,-8.83e-21,2.59e-20,5.31e-20,9.32e-21,1.51e-20,0.0
210,2.19e-06,0.018804,2.03e-08,1.48e-07,2.4e-05,1.22e-06,3.46e-06,0.00071534,8.47e-06,6.79e-07,-3.11e-07,-1.96e-06,4.02e-07,-1.9e-05,-9.15e-22,-3.02e-21,5.44e-21,3.52e-21,-2.2e-21,-3.89e-21,-4.1e-21,5.18e-21,-5.14e-21,-5.4e-21,1.0
211,7.21e-06,0.018049,5.76e-08,1.71e-07,0.0014379,8.55e-05,4.9e-06,0.00040054,1.47e-05,-1.95e-07,1.86e-07,-3.78e-07,3.26e-07,1.21e-05,-1.06e-21,-2.04e-21,6.37e-23,-3.31e-22,-2.48e-21,1.43e-21,-1.15e-21,3.49e-21,-5.07e-22,1.22e-21,1.0
212,2.11e-06,0.01963,4.78e-08,1.12e-07,4.53e-05,1.24e-06,3.2e-06,0.0013842,8.4e-06,-5.32e-08,8.07e-07,1.85e-06,7.46e-07,-8.38e-06,8.78e-22,2.66e-22,5.47e-22,6.71e-21,1.58e-21,2.44e-21,-1.21e-21,-1.85e-22,-4.69e-21,-4.53e-21,1.0
213,5.72e-06,0.0083481,3.52e-08,8.59e-08,1.34e-05,2.2e-06,1.02e-05,0.016534,0.00020995,1.41e-06,-8.01e-07,-1.17e-18,1.03e-05,-1.61e-05,-1.65e-20,1.1e-20,-8.67e-21,6.12e-21,-4.89e-22,2.61e-20,-6.2e-20,-7.61e-20,-1.01e-21,-3.29e-20,1.0
214,8.53e-06,0.0093579,8.95e-09,1.28e-07,5.14e-05,3.57e-06,3.66e-06,0.0020912,8.68e-06,-5.26e-06,-1.88e-06,-3.89e-19,-1.69e-06,0.00012935,-1.62e-21,-1.93e-21,-6.27e-22,8.18e-21,-1.06e-21,7.92e-21,8.07e-20,1.33e-20,-3.07e-20,-2.31e-20,1.0
215,8.18e-06,0.011447,1.61e-08,1.08e-07,5.1e-05,4.64e-06,5.74e-06,0.0017145,8.54e-05,-5.13e-06,6.12e-06,-5.46e-20,4.56e-06,-7.46e-05,2.36e-21,-1.93e-20,6.97e-21,1.46e-20,-4.89e-22,5.67e-20,2.85e-20,-2.54e-21,-3.81e-20,-2.19e-20,1.0
216,3.09e-05,0.010671,2.99e-08,2.79e-07,0.062815,2.67e-05,6.09e-06,5.08e-05,5.62e-05,9.46e-06,-5.71e-06,5.83e-06,-1.03e-05,1.55e-05,-1.06e-21,4.96e-21,6.54e-21,-1.06e-20,-8.69e-21,1.53e-20,-1.41e-20,8.46e-22,-2.94e-20,-3.29e-20,1.0
217,3.21e-05,0.01379,2.6e-08,3.58e-07,0.13078,2.63e-05,1.17e-05,5.59e-05,2.36e-05,-5.99e-06,3.48e-06,2.23e-06,-2.62e-05,5.45e-06,1.03e-22,-2.92e-21,-1.76e-21,-9.16e-21,-2.2e-21,-1.92e-20,3.48e-21,-8.79e-21,-6.45e-21,-1.43e-20,1.0
218,2.93e-05,0.014648,2.23e-08,2.37e-07,0.11824,0.00016679,9.58e-06,5.86e-05,2.17e-05,5.43e-07,-7.44e-06,-6.64e-06,-1.5e-06,-3.11e-05,-6.79e-22,1.35e-21,9.5e-21,-1.78e-22,1.04e-20,4.14e-20,1.41e-21,6.98e-21,-1.12e-20,6.7e-21,1.0
219,4.48e-05,0.0079807,1.61e-08,2.16e-07,2.63e-05,2.49e-06,3.76e-07,0.0016288,2.42e-06,6.28e-07,6.97e-07,1.58e-06,-3.51e-07,-2.58e-05,-6.43e-21,-9.03e-22,1.17e-21,-8.23e-21,5.78e-21,-4.05e-20,-1.43e-20,-1.74e-20,2.03e-21,2.79e-20,0.0
220,5.49e-05,0.0088112,1.36e-08,1.01e-07,0.00011991,4.06e-06,3.04e-07,0.0012109,1.68e-06,1.72e-07,-9.62e-07,-9.65e-08,-4.48e-06,3.07e-06,-2.3e-21,9.2e-22,-2.5e-21,1.75e-21,-6.64e-21,1.12e-20,1.82e-20,-9.18e-22,-2.19e-20,-4.47e-20,0.0
221,2.74e-05,0.0050459,1.05e-08,1.22e-07,5.3e-05,3.04e-06,8.53e-07,0.0013287,3.87e-05,9.11e-07,2.82e-07,8.76e-07,4.01e-06,4.34e-05,-3.66e-21,-3.61e-21,1.02e-21,-2.24e-20,1.79e-20,1.15e-20,2.11e-20,1.1e-20,2.18e-20,-3.35e-20,0.0
222,2.1e-05,0.012278,3.91e-08,3.4e-07,3.29e-05,8.77e-06,3.91e-06,0.0021275,1.07e-05,1.19e-06,-2.78e-06,-1.73e-06,-1.28e-05,-1.96e-05,-3.04e-21,-1.7e-21,1.92e-21,3.82e-21,-3.33e-21,3.59e-20,1.24e-20,-7.19e-21,-3.91e-20,1.77e-20,1.0
223,7.09e-05,0.015428,0.00010351,0.00022959,5.21e-05,1.37e-05,2.91e-06,0.0021876,1.32e-05,4.6e-08,-9.12e-08,-5.09e-07,-2.35e-07,-0.00011167,4.72e-21,1.38e-21,8.07e-22,-1.22e-21,-3.85e-21,-1.56e-20,-5.27e-20,-4.93e-20,1.9e-20,2.98e-20,1.0
224,2.5e-05,0.0090834,2.7e-08,1.49e-07,4.13e-06,2.19e-06,2.8e-06,0.0038525,1.61e-05,4.12e-08,-6.83e-07,2.81e-07,1.17e-05,1.28e-05,7.02e-21,9.31e-21,-5.1e-22,9.99e-21,1.96e-21,3.58e-20,-3.28e-20,2.79e-20,-3.43e-20,6.39e-20,1.0
225,4.27e-06,0.0040856,2.31e-09,2.91e-08,0.00011447,0.0006234,4.63e-06,0.0059136,9.04e-06,-2.78e-06,2.86e-06,3.6e-07,2.28e-06,4.49e-05,5e-21,-3.14e-21,-1.83e-21,-2.75e-21,-1.35e-21,5.8e-21,-2.73e-21,1.37e-20,-3.08e-20,2.19e-20,0.0
226,1.52e-05,0.0056276,2.65e-05,3.39e-05,0.0014041,0.0006439,4.37e-06,0.0027938,1.5e-05,6.51e-06,6.39e-06,-4.15e-06,7.86e-06,-0.00011455,4.54e-21,-5.31e-23,-3.59e-21,5.15e-21,6.61e-21,1.76e-21,9.6e-21,2.96e-21,-1.04e-20,-1.49e-20,0.0
227,1.5e-05,0.0055398,6.04e-09,3.66e-08,0.00013703,0.00039559,3.99e-06,0.0026191,8.2e-06,-3.19e-06,-4.59e-06,4.78e-06,1.75e-06,-4.21e-05,-3.08e-21,-3.1e-21,1.43e-21,7.39e-22,-1.27e-21,1.17e-20,-1.47e-20,2.17e-20,1.04e-20,-2.28e-21,0.0
228,3.07e-06,0.022009,5.9e-09,4.82e-08,0.00049054,2.12e-05,5.04e-08,4.98e-05,7.61e-08,1.85e-07,3.12e-08,-7.69e-07,3.05e-07,3.17e-06,-4.98e-22,5.75e-22,1.04e-21,1.21e-22,3.1e-22,1.49e-21,-1.01e-21,-1.66e-21,-7e-21,1.81e-21,1.0
